resource_id,name,state_name,district_name,district_key,resource_type,source_dataset,observation_year,temperature,dissolved_oxygen,ph,tds,turbidity,ecoli,nitrate,arsenic,fluoride,quality_status,latitude,longitude,water_quality_score
1583.0,"KUNDARA, KOLLAM DISTT. , KERALA",Kerala,"KUNDARA, KOLLAM DISTT. , KERALA",kundara_kollam_distt_kerala,groundwater,Ground Water 2018.csv,2018.0,26.5,,6.75,98.56,,,,,,,,,100.0
1584.0,"CHERTHALA, ALLEPPY, KERALA",Kerala,"CHERTHALA, ALLEPPY, KERALA",cherthala_alleppy_kerala,groundwater,Ground Water 2018.csv,2018.0,28.5,,7.85,194.88,,,,,,,,,100.0
1585.0,"VYTTILA, ERNAKULAM DISTT. , KERALA",Kerala,"VYTTILA, ERNAKULAM DISTT. , KERALA",vyttila_ernakulam_distt_kerala,groundwater,Ground Water 2018.csv,2018.0,29.0,,6.95,214.4,,,,,,,,,100.0
1586.0,"EDAYAR ERNAKULAM DISTT., KERALA",Kerala,"EDAYAR ERNAKULAM DISTT., KERALA",edayar_ernakulam_distt_kerala,groundwater,Ground Water 2018.csv,2018.0,28.0,,5.6,126.08,,,,,,,,,85.0
1587.0,"KALAMASSERY ERNAKULAM DISTT. , KERALA",Kerala,"KALAMASSERY ERNAKULAM DISTT. , KERALA",kalamassery_ernakulam_distt_kerala,groundwater,Ground Water 2018.csv,2018.0,27.0,,6.65,220.16,,,,,,,,,100.0
1588.0,"PUNKUNNAM TRISSUR DISTT. , KERALA",Kerala,"PUNKUNNAM TRISSUR DISTT. , KERALA",punkunnam_trissur_distt_kerala,groundwater,Ground Water 2018.csv,2018.0,27.5,,6.300000000000001,163.84,,,,,,,,,85.0
1589.0,"MALAPURAM , KERALA",Kerala,"MALAPURAM , KERALA",malapuram_kerala,groundwater,Ground Water 2018.csv,2018.0,31.0,,6.25,213.76,,,,,,,,,85.0
1590.0,"MAVOOR, KOZHIKKODE DISTT. , KERALA",Kerala,"MAVOOR, KOZHIKKODE DISTT. , KERALA",mavoor_kozhikkode_distt_kerala,groundwater,Ground Water 2018.csv,2018.0,27.0,,7.0,53.44,,,,,,,,,100.0
1591.0,"KANNUR (MUNICIPALITY) KANNUR DISTTM , KERALA",Kerala,"KANNUR (MUNICIPALITY) KANNUR DISTTM , KERALA",kannur_municipality_kannur_disttm_kerala,groundwater,Ground Water 2018.csv,2018.0,28.5,,5.9,60.800000000000004,,,,,,,,,85.0
1592.0,"PAYYANNUR, KANNUR DISTT. , KERALA",Kerala,"PAYYANNUR, KANNUR DISTT. , KERALA",payyannur_kannur_distt_kerala,groundwater,Ground Water 2018.csv,2018.0,28.0,,7.35,166.4,,,,,,,,,100.0
2308.0,FATHIMAPURAM (CHANGANASSERY),Kerala,FATHIMAPURAM (CHANGANASSERY),fathimapuram_changanassery,groundwater,Ground Water 2018.csv,2018.0,27.5,,6.9,119.36,,,,,,,,,100.0
2309.0,KAROOR (PALA),Kerala,KAROOR (PALA),karoor_pala,groundwater,Ground Water 2018.csv,2018.0,27.5,,6.9,51.2,,,,,,,,,100.0
2310.0,VAIKOM,Kerala,VAIKOM,vaikom,groundwater,Ground Water 2018.csv,2018.0,28.0,,7.1,105.60000000000001,,,,,,,,,100.0
2311.0,VADAVATHOOR (KOTTAYAM),Kerala,VADAVATHOOR (KOTTAYAM),vadavathoor_kottayam,groundwater,Ground Water 2018.csv,2018.0,28.0,,6.8,65.92,,,,,,,,,100.0
2313.0,"SARVODAPURAM, ALAPPUZHA",Kerala,"SARVODAPURAM, ALAPPUZHA",sarvodapuram_alappuzha,groundwater,Ground Water 2018.csv,2018.0,29.0,,7.8500000000000005,163.20000000000002,,,,,,,,,100.0
2314.0,KUREEPUZHA (KOLLAM),Kerala,KUREEPUZHA (KOLLAM),kureepuzha_kollam,groundwater,Ground Water 2018.csv,2018.0,25.5,,6.5,112.96000000000001,,,,,,,,,100.0
2315.0,K.M.M.L. (KOLLAM),Kerala,K.M.M.L. (KOLLAM),k_m_m_l_kollam,groundwater,Ground Water 2018.csv,2018.0,25.0,,7.699999999999999,163.84,,,,,,,,,100.0
2316.0,CHELLORA TRENCHING GROUND (KANNUR),Kerala,CHELLORA TRENCHING GROUND (KANNUR),chellora_trenching_ground_kannur,groundwater,Ground Water 2018.csv,2018.0,27.0,,7.1,110.72,,,,,,,,,100.0
2317.0,PUNNALPETTIPPALAM (TELLICHERRY MUNICIPALITY,Kerala,PUNNALPETTIPPALAM (TELLICHERRY MUNICIPALITY,punnalpettippalam_tellicherry_municipality,groundwater,Ground Water 2018.csv,2018.0,28.0,,6.75,147.84,,,,,,,,,100.0
2320.0,MANJERI,Kerala,MANJERI,manjeri,groundwater,Ground Water 2018.csv,2018.0,30.5,,6.2,150.08,,,,,,,,,85.0
2321.0,LALOOR (THRISSUR),Kerala,LALOOR (THRISSUR),laloor_thrissur,groundwater,Ground Water 2018.csv,2018.0,28.5,,5.25,144.0,,,,,,,,,85.0
2322.0,OLLUR (THRISSUR),Kerala,OLLUR (THRISSUR),ollur_thrissur,groundwater,Ground Water 2018.csv,2018.0,29.5,,4.8,123.84,,,,,,,,,85.0
2323.0,BRAHMAPURAM M.S.W. DUMPARK (ERNAKULAM),Kerala,BRAHMAPURAM M.S.W. DUMPARK (ERNAKULAM),brahmapuram_m_s_w_dumpark_ernakulam,groundwater,Ground Water 2018.csv,2018.0,28.0,,6.5,178.88,,,,,,,,,100.0
2324.0,HAZARDOUS WASTE DUMP (AMBALAMUGHAL),Kerala,HAZARDOUS WASTE DUMP (AMBALAMUGHAL),hazardous_waste_dump_ambalamughal,groundwater,Ground Water 2018.csv,2018.0,29.0,,5.7,85.44,,,,,,,,,85.0
2327.0,KARUKAMANI,Kerala,KARUKAMANI,karukamani,groundwater,Ground Water 2018.csv,2018.0,30.5,,6.85,348.8,,,,,,,,,100.0
3463.0,"WELL AT VELLIPARAMBA, KOZHEKODE",Kerala,"WELL AT VELLIPARAMBA, KOZHEKODE",well_at_velliparamba_kozhekode,groundwater,Ground Water 2018.csv,2018.0,28.0,,6.7,50.24,,,,,,,,,100.0
3472.0,"WELL OF TEMPLE PARASSINIKADAVU, KANNUR",Kerala,"WELL OF TEMPLE PARASSINIKADAVU, KANNUR",well_of_temple_parassinikadavu_kannur,groundwater,Ground Water 2018.csv,2018.0,27.0,,7.7,576.0,,,,,,,,,85.0
3474.0,"WELL AT PAYANOOR, KANNUR",Kerala,"WELL AT PAYANOOR, KANNUR",well_at_payanoor_kannur,groundwater,Ground Water 2018.csv,2018.0,27.5,,7.55,92.8,,,,,,,,,100.0
3475.0,"WELL AT KARIMBAM, KANNUR",Kerala,"WELL AT KARIMBAM, KANNUR",well_at_karimbam_kannur,groundwater,Ground Water 2018.csv,2018.0,25.5,,6.6,66.24,,,,,,,,,100.0
1402.0,WELL NEAR PWD ADJACENT TO CHAKIKILUM IN KAVARATTI,Lakshadweep,WELL NEAR PWD ADJACENT TO CHAKIKILUM IN KAVARATTI,well_near_pwd_adjacent_to_chakikilum_in_kavaratti,groundwater,Ground Water 2018.csv,2018.0,29.5,,6.7,735.36,,,,,,,,,85.0
1593.0,WELL NEAR J.B SCHOOL,Lakshadweep,WELL NEAR J.B SCHOOL,well_near_j_b_school,groundwater,Ground Water 2018.csv,2018.0,29.5,,7.5,907.84,,,,,,,,,85.0
1594.0,WELL NEAR OTTAVATHIL PALLI,Lakshadweep,WELL NEAR OTTAVATHIL PALLI,well_near_ottavathil_palli,groundwater,Ground Water 2018.csv,2018.0,30.0,,7.15,1356.8,,,,,,,,,85.0
1595.0,WELL NEAR CHEKKILLAM HOUSE,Lakshadweep,WELL NEAR CHEKKILLAM HOUSE,well_near_chekkillam_house,groundwater,Ground Water 2018.csv,2018.0,30.0,,7.05,719.36,,,,,,,,,85.0
1596.0,WELL C/O KADAT PALLI,Lakshadweep,WELL C/O KADAT PALLI,well_c_o_kadat_palli,groundwater,Ground Water 2018.csv,2018.0,30.0,,7.2,1093.1200000000001,,,,,,,,,85.0
1597.0,WELL NEAR BADER PALLI,Lakshadweep,WELL NEAR BADER PALLI,well_near_bader_palli,groundwater,Ground Water 2018.csv,2018.0,30.0,,7.6,532.8,,,,,,,,,85.0
1598.0,WELL C/O PUTHIYA PALLI,Lakshadweep,WELL C/O PUTHIYA PALLI,well_c_o_puthiya_palli,groundwater,Ground Water 2018.csv,2018.0,30.0,,7.2,520.96,,,,,,,,,85.0
1599.0,WELL C/O PURATHA PALLI,Lakshadweep,WELL C/O PURATHA PALLI,well_c_o_puratha_palli,groundwater,Ground Water 2018.csv,2018.0,29.5,,6.449999999999999,677.12,,,,,,,,,70.0
1600.0,WELL C/O ANDAM PALLI,Lakshadweep,WELL C/O ANDAM PALLI,well_c_o_andam_palli,groundwater,Ground Water 2018.csv,2018.0,30.0,,6.35,774.4,,,,,,,,,70.0
1601.0,WELL C/O CIRCUIT HOUSE,Lakshadweep,WELL C/O CIRCUIT HOUSE,well_c_o_circuit_house,groundwater,Ground Water 2018.csv,2018.0,30.5,,7.15,1246.08,,,,,,,,,85.0
1602.0,WELL C/O GOVT. PRESS,Lakshadweep,WELL C/O GOVT. PRESS,well_c_o_govt_press,groundwater,Ground Water 2018.csv,2018.0,30.0,,7.15,744.32,,,,,,,,,85.0
1603.0,WELL C/O OLD POLICE BARRACKS,Lakshadweep,WELL C/O OLD POLICE BARRACKS,well_c_o_old_police_barracks,groundwater,Ground Water 2018.csv,2018.0,30.5,,6.9,2601.6,,,,,,,,,85.0
1604.0,WELL C/O MPSAF QUARTER,Lakshadweep,WELL C/O MPSAF QUARTER,well_c_o_mpsaf_quarter,groundwater,Ground Water 2018.csv,2018.0,30.5,,6.800000000000001,4307.2,,,,,,,,,85.0
1605.0,WELL NEAR HALIPAD,Lakshadweep,WELL NEAR HALIPAD,well_near_halipad,groundwater,Ground Water 2018.csv,2018.0,30.0,,7.05,1302.72,,,,,,,,,85.0
1606.0,WELL (PUBLIC )OPPOSITE S.B.SCHOOL,Lakshadweep,WELL (PUBLIC )OPPOSITE S.B.SCHOOL,well_public_opposite_s_b_school,groundwater,Ground Water 2018.csv,2018.0,30.5,,7.300000000000001,648.0,,,,,,,,,85.0
52.0,"WELL, SHRI RAO PRAJAPATI WELL , M. P.(T/W OF HANIF KHAN S/O JABBAR KHAN, AMRAWATI ROAD, BURHANPUR )",Madhya Pradesh,"WELL, SHRI RAO PRAJAPATI WELL , M. P.(T/W OF HANIF KHAN S/O JABBAR KHAN, AMRAWATI ROAD, BURHANPUR )",well_shri_rao_prajapati_well_m_p_t_w_of_hanif_khan_s_o_jabbar_khan_amrawati_road_burhanpur,groundwater,Ground Water 2018.csv,2018.0,26.0,,8.100000000000001,832.96,,,,,,,,,85.0
1616.0,"OPEN WELL/TUBE WELL INDUSTRIAL AREA, GOVINDPURA, BHOPAL, M.P",Madhya Pradesh,"OPEN WELL/TUBE WELL INDUSTRIAL AREA, GOVINDPURA, BHOPAL, M.P",open_well_tube_well_industrial_area_govindpura_bhopal_m_p,groundwater,Ground Water 2018.csv,2018.0,29.5,,7.5,1000.0,,,,,,,,,85.0
1617.0,"OPEN WELL/TUBE WELL INDUSTRIAL AREA MANDIDEEP, DISTT. RAISEN, M.P",Madhya Pradesh,"OPEN WELL/TUBE WELL INDUSTRIAL AREA MANDIDEEP, DISTT. RAISEN, M.P",open_well_tube_well_industrial_area_mandideep_distt_raisen_m_p,groundwater,Ground Water 2018.csv,2018.0,25.5,,7.9,475.84000000000003,,,,,,,,,100.0
1618.0,"GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIAL AREA MALANPUR, M.P",Madhya Pradesh,"GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIAL AREA MALANPUR, M.P",ground_water_sampling_at_two_points_in_industrial_area_malanpur_m_p,groundwater,Ground Water 2018.csv,2018.0,26.5,,7.8,650.5600000000001,,,,,,,,,85.0
1619.0,"GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIAL AREA MALANPUR, M.P",Madhya Pradesh,"GROUND WATER SAMPLING AT TWO POINTS IN INDUSTRIAL AREA MALANPUR, M.P",ground_water_sampling_at_two_points_in_industrial_area_malanpur_m_p,groundwater,Ground Water 2018.csv,2018.0,26.0,,7.8,638.72,,,,,,,,,85.0
1897.0,"TUBE WELL AT JAINABAD, NEAR TAPTI RIVER BRIDGE, PUMPING STN. BURHANPUR, M.P.",Madhya Pradesh,"TUBE WELL AT JAINABAD, NEAR TAPTI RIVER BRIDGE, PUMPING STN. BURHANPUR, M.P.",tube_well_at_jainabad_near_tapti_river_bridge_pumping_stn_burhanpur_m_p,groundwater,Ground Water 2018.csv,2018.0,26.5,,7.85,740.16,,,,,,,,,85.0
2143.0,"KATHODA, JABALPUR",Madhya Pradesh,"KATHODA, JABALPUR",kathoda_jabalpur,groundwater,Ground Water 2018.csv,2018.0,21.0,,7.55,256.0,,,,,,,,,100.0
2144.0,"MADAI GRAM, JABALPUR",Madhya Pradesh,"MADAI GRAM, JABALPUR",madai_gram_jabalpur,groundwater,Ground Water 2018.csv,2018.0,22.0,,7.4,264.96,,,,,,,,,100.0
2145.0,"MEHATWAS, NAGDA",Madhya Pradesh,"MEHATWAS, NAGDA",mehatwas_nagda,groundwater,Ground Water 2018.csv,2018.0,26.0,,7.9,970.24,,,,,,,,,85.0
2146.0,"BHAGATPURI VILLAGE, NAGDA",Madhya Pradesh,"BHAGATPURI VILLAGE, NAGDA",bhagatpuri_village_nagda,groundwater,Ground Water 2018.csv,2018.0,26.0,,7.6,1134.4,,,,,,,,,85.0
2147.0,"PRATAL NAGAR, DEWAS",Madhya Pradesh,"PRATAL NAGAR, DEWAS",pratal_nagar_dewas,groundwater,Ground Water 2018.csv,2018.0,21.0,,7.800000000000001,1703.68,,,,,,,,,85.0
2148.0,"DOSIGAON, RATLAM",Madhya Pradesh,"DOSIGAON, RATLAM",dosigaon_ratlam,groundwater,Ground Water 2018.csv,2018.0,27.0,,7.0,1190.4,,,,,,,,,85.0
2149.0,"CULVERT ON A.B. ROAD, MAKSI",Madhya Pradesh,"CULVERT ON A.B. ROAD, MAKSI",culvert_on_a_b_road_maksi,groundwater,Ground Water 2018.csv,2018.0,,,7.9,979.2,,,,,,,,,85.0
2150.0,"TRENCHING GROUND, NEAR GARDEN, DEV GURADIYA ROAD, INDORE",Madhya Pradesh,"TRENCHING GROUND, NEAR GARDEN, DEV GURADIYA ROAD, INDORE",trenching_ground_near_garden_dev_guradiya_road_indore,groundwater,Ground Water 2018.csv,2018.0,27.5,,7.8,996.16,,,,,,,,,85.0
2151.0,"TRENCHING GROUND IN THE PREMISES OF M/S RISHABH MASALA UDYOG, INDORE",Madhya Pradesh,"TRENCHING GROUND IN THE PREMISES OF M/S RISHABH MASALA UDYOG, INDORE",trenching_ground_in_the_premises_of_m_s_rishabh_masala_udyog_indore,groundwater,Ground Water 2018.csv,2018.0,27.5,,7.6,1560.96,,,,,,,,,85.0
2152.0,"TRENCHING GROUND IN THE PREMISES OF M/S LAKHANI FOOT WEAR, INDORE",Madhya Pradesh,"TRENCHING GROUND IN THE PREMISES OF M/S LAKHANI FOOT WEAR, INDORE",trenching_ground_in_the_premises_of_m_s_lakhani_foot_wear_indore,groundwater,Ground Water 2018.csv,2018.0,27.0,,7.75,1303.68,,,,,,,,,85.0
2153.0,"IBRAHIMGANJ NEAR BUS STAND, BHOPAL",Madhya Pradesh,"IBRAHIMGANJ NEAR BUS STAND, BHOPAL",ibrahimganj_near_bus_stand_bhopal,groundwater,Ground Water 2018.csv,2018.0,26.5,,7.65,338.24,,,,,,,,,100.0
2154.0,"NEAR PRIMARY SCHOOL, PILUKHEDI, RAJGARH.",Madhya Pradesh,"NEAR PRIMARY SCHOOL, PILUKHEDI, RAJGARH.",near_primary_school_pilukhedi_rajgarh,groundwater,Ground Water 2018.csv,2018.0,25.5,,8.149999999999999,765.12,,,,,,,,,85.0
3332.0,"TUBE WELL/ HAND PUMP AT INDUSTRIAL AREA, DEWAS",Madhya Pradesh,"TUBE WELL/ HAND PUMP AT INDUSTRIAL AREA, DEWAS",tube_well_hand_pump_at_industrial_area_dewas,groundwater,Ground Water 2018.csv,2018.0,,,7.8,1596.8,,,,,,,,,85.0
3333.0,"HAND PUMP WATER AT BANSKHEDI, BHOPAL",Madhya Pradesh,"HAND PUMP WATER AT BANSKHEDI, BHOPAL",hand_pump_water_at_banskhedi_bhopal,groundwater,Ground Water 2018.csv,2018.0,27.0,,7.55,297.92,,,,,,,,,100.0
3334.0,TUBE WELL NEAR BUS STAND AT BETUL,Madhya Pradesh,TUBE WELL NEAR BUS STAND AT BETUL,tube_well_near_bus_stand_at_betul,groundwater,Ground Water 2018.csv,2018.0,29.0,,7.550000000000001,209.92000000000002,,,,,,,,,100.0
3335.0,"TUBE WELL/ HAND PUMP AT INDUSTRIAL AREA RECHHAI, JABALPUR",Madhya Pradesh,"TUBE WELL/ HAND PUMP AT INDUSTRIAL AREA RECHHAI, JABALPUR",tube_well_hand_pump_at_industrial_area_rechhai_jabalpur,groundwater,Ground Water 2018.csv,2018.0,21.0,,7.4,355.2,,,,,,,,,100.0
3336.0,"TUBE WELL/ HAND PUMP AT INDUSTRIAL AREA, CHHINDWARA",Madhya Pradesh,"TUBE WELL/ HAND PUMP AT INDUSTRIAL AREA, CHHINDWARA",tube_well_hand_pump_at_industrial_area_chhindwara,groundwater,Ground Water 2018.csv,2018.0,26.0,,8.25,531.2,,,,,,,,,85.0
3337.0,TUBE WELL/ HAND PUMP AT INDL AREA SEONI NEAR BARAPATTHAR,Madhya Pradesh,TUBE WELL/ HAND PUMP AT INDL AREA SEONI NEAR BARAPATTHAR,tube_well_hand_pump_at_indl_area_seoni_near_barapatthar,groundwater,Ground Water 2018.csv,2018.0,24.0,,7.75,380.8,,,,,,,,,100.0
3338.0,"HAND PUMP NEAR PANCHAYAT BHAWAN, VILLAGE TINAWALI RAIRU",Madhya Pradesh,"HAND PUMP NEAR PANCHAYAT BHAWAN, VILLAGE TINAWALI RAIRU",hand_pump_near_panchayat_bhawan_village_tinawali_rairu,groundwater,Ground Water 2018.csv,2018.0,26.0,,7.449999999999999,417.6,,,,,,,,,100.0
3339.0,"TUBE WELL/ HAND PUMP NEAR MANGLIA INDUSTRIAL AREA , INDORE",Madhya Pradesh,"TUBE WELL/ HAND PUMP NEAR MANGLIA INDUSTRIAL AREA , INDORE",tube_well_hand_pump_near_manglia_industrial_area_indore,groundwater,Ground Water 2018.csv,2018.0,27.0,,7.35,1151.3600000000001,,,,,,,,,85.0
3340.0,"TUBE WELL AT NEAR TRENCHING GROUND, INDORE",Madhya Pradesh,"TUBE WELL AT NEAR TRENCHING GROUND, INDORE",tube_well_at_near_trenching_ground_indore,groundwater,Ground Water 2018.csv,2018.0,27.5,,7.75,1516.48,,,,,,,,,85.0
3341.0,"TUBE WELL AT SECTOR-III, PITHAMPUR INDUSTRIAL AREA",Madhya Pradesh,"TUBE WELL AT SECTOR-III, PITHAMPUR INDUSTRIAL AREA",tube_well_at_sector_iii_pithampur_industrial_area,groundwater,Ground Water 2018.csv,2018.0,27.5,,7.699999999999999,1553.28,,,,,,,,,85.0
3342.0,"BOREWELL WATER AT VILLAGE TARPUR, SECTOR-II, PITHAMPUR, INDUSTRIAL AREA",Madhya Pradesh,"BOREWELL WATER AT VILLAGE TARPUR, SECTOR-II, PITHAMPUR, INDUSTRIAL AREA",borewell_water_at_village_tarpur_sector_ii_pithampur_industrial_area,groundwater,Ground Water 2018.csv,2018.0,27.5,,8.100000000000001,393.6,,,,,,,,,100.0
3343.0,"TUBE WELL NEAR INDUSTRIAL AREA UDYOG VIHAR , CHURAT, REWA",Madhya Pradesh,"TUBE WELL NEAR INDUSTRIAL AREA UDYOG VIHAR , CHURAT, REWA",tube_well_near_industrial_area_udyog_vihar_churat_rewa,groundwater,Ground Water 2018.csv,2018.0,28.0,,7.15,1.28,,,,,,,,,100.0
3344.0,"TUBEWELL AT INDL AREA, SHAHDOLU/G WATER SAMPLE FROM INDUSTRIAL AREA,NARSARHA,DISTT. SHAHDOL(M.P.)",Madhya Pradesh,"TUBEWELL AT INDL AREA, SHAHDOLU/G WATER SAMPLE FROM INDUSTRIAL AREA,NARSARHA,DISTT. SHAHDOL(M.P.)",tubewell_at_indl_area_shahdolu_g_water_sample_from_industrial_area_narsarha_distt_shahdol_m_p,groundwater,Ground Water 2018.csv,2018.0,27.5,,7.65,515.84,,,,,,,,,85.0
3345.0,"TUBEWELL AT INDL AREA, ANUPPUR",Madhya Pradesh,"TUBEWELL AT INDL AREA, ANUPPUR",tubewell_at_indl_area_anuppur,groundwater,Ground Water 2018.csv,2018.0,29.0,,7.5,386.88,,,,,,,,,100.0
3822.0,"GROUND WATER NEAR BUS STAND, DIST NARSINGPUR",Madhya Pradesh,"GROUND WATER NEAR BUS STAND, DIST NARSINGPUR",ground_water_near_bus_stand_dist_narsingpur,groundwater,Ground Water 2018.csv,2018.0,20.0,,7.85,303.04,,,,,,,,,100.0
3823.0,"GROUND WATER NEAR BUS STAND, DIST BALAGHAT",Madhya Pradesh,"GROUND WATER NEAR BUS STAND, DIST BALAGHAT",ground_water_near_bus_stand_dist_balaghat,groundwater,Ground Water 2018.csv,2018.0,24.0,,7.45,262.08,,,,,,,,,100.0
3824.0,"GROUND WATER VILL BHEEMJORI, MALAJKH, DIST BALAGHAT",Madhya Pradesh,"GROUND WATER VILL BHEEMJORI, MALAJKH, DIST BALAGHAT",ground_water_vill_bheemjori_malajkh_dist_balaghat,groundwater,Ground Water 2018.csv,2018.0,24.0,,7.5,265.6,,,,,,,,,100.0
3825.0,"GROUND WATER NEAR BUS STAND, DIST MANDLA",Madhya Pradesh,"GROUND WATER NEAR BUS STAND, DIST MANDLA",ground_water_near_bus_stand_dist_mandla,groundwater,Ground Water 2018.csv,2018.0,21.0,,7.0,250.24,,,,,,,,,100.0
3826.0,"GROUND WATER NEAR BUS STAND, DIST SEONI",Madhya Pradesh,"GROUND WATER NEAR BUS STAND, DIST SEONI",ground_water_near_bus_stand_dist_seoni,groundwater,Ground Water 2018.csv,2018.0,24.0,,6.95,246.72,,,,,,,,,100.0
3827.0,"GROUND WATER VILL IMALIA, DIST JABALPUR",Madhya Pradesh,"GROUND WATER VILL IMALIA, DIST JABALPUR",ground_water_vill_imalia_dist_jabalpur,groundwater,Ground Water 2018.csv,2018.0,22.0,,7.4,291.2,,,,,,,,,100.0
3837.0,"GROUND WATER PRIMARY SCHOOL DHOBI GHAT, DIST SINGROULI",Madhya Pradesh,"GROUND WATER PRIMARY SCHOOL DHOBI GHAT, DIST SINGROULI",ground_water_primary_school_dhobi_ghat_dist_singrouli,groundwater,Ground Water 2018.csv,2018.0,21.0,,7.5,182.4,,,,,,,,,100.0
3838.0,"GROUND WATER NCL, JINGURDHA, QSHF-176 METENCE OFF, DIST SINGROULI",Madhya Pradesh,"GROUND WATER NCL, JINGURDHA, QSHF-176 METENCE OFF, DIST SINGROULI",ground_water_ncl_jingurdha_qshf_176_metence_off_dist_singrouli,groundwater,Ground Water 2018.csv,2018.0,21.0,,7.5,182.4,,,,,,,,,100.0
3839.0,"GROUND WATER NEAR SHIV MANDIR, AMLORI NCL, PROJECT SINGROULI",Madhya Pradesh,"GROUND WATER NEAR SHIV MANDIR, AMLORI NCL, PROJECT SINGROULI",ground_water_near_shiv_mandir_amlori_ncl_project_singrouli,groundwater,Ground Water 2018.csv,2018.0,22.0,,7.5,185.6,,,,,,,,,100.0
3840.0,"GROUND WATER NEAR SUBJEE MANDI NCL JAYANT (BESIDE POLICE STATION), SINGROULI",Madhya Pradesh,"GROUND WATER NEAR SUBJEE MANDI NCL JAYANT (BESIDE POLICE STATION), SINGROULI",ground_water_near_subjee_mandi_ncl_jayant_beside_police_station_singrouli,groundwater,Ground Water 2018.csv,2018.0,22.0,,7.4,192.0,,,,,,,,,100.0
3841.0,"GROUND WATER SARVESWAR RAJA COLONY JAYANT, SINGROULI",Madhya Pradesh,"GROUND WATER SARVESWAR RAJA COLONY JAYANT, SINGROULI",ground_water_sarveswar_raja_colony_jayant_singrouli,groundwater,Ground Water 2018.csv,2018.0,21.0,,7.4,192.0,,,,,,,,,100.0
3842.0,"GROUND WATER NEAR SUB STATION SECTOR-B, DUDHICHUA NCL PROJECT, SINGROULI",Madhya Pradesh,"GROUND WATER NEAR SUB STATION SECTOR-B, DUDHICHUA NCL PROJECT, SINGROULI",ground_water_near_sub_station_sector_b_dudhichua_ncl_project_singrouli,groundwater,Ground Water 2018.csv,2018.0,21.5,,7.4,249.6,,,,,,,,,100.0
3843.0,"GROUND WATER NEAR ENTRANCE GAGE OF VIVEKANANAD STATUE, NIGAHI, SINGROULI",Madhya Pradesh,"GROUND WATER NEAR ENTRANCE GAGE OF VIVEKANANAD STATUE, NIGAHI, SINGROULI",ground_water_near_entrance_gage_of_vivekananad_statue_nigahi_singrouli,groundwater,Ground Water 2018.csv,2018.0,21.5,,7.449999999999999,201.6,,,,,,,,,100.0
3844.0,"GROUND WATER NEAR COMMERCIAL AUTO MOBILE NEAR BHARAT PETROL PUMP, VINDHYA NAGAR, SINGROULI",Madhya Pradesh,"GROUND WATER NEAR COMMERCIAL AUTO MOBILE NEAR BHARAT PETROL PUMP, VINDHYA NAGAR, SINGROULI",ground_water_near_commercial_auto_mobile_near_bharat_petrol_pump_vindhya_nagar_singrouli,groundwater,Ground Water 2018.csv,2018.0,22.0,,7.4,195.20000000000002,,,,,,,,,100.0
3854.0,TUBE WELL WATER SAMPLE OF SIDHI CITY,Madhya Pradesh,TUBE WELL WATER SAMPLE OF SIDHI CITY,tube_well_water_sample_of_sidhi_city,groundwater,Ground Water 2018.csv,2018.0,28.0,,7.4,0.64,,,,,,,,,100.0
1985.0,"KASHIMIRA,BHAYANDER, THANE",Maharashtra,"KASHIMIRA,BHAYANDER, THANE",kashimira_bhayander_thane,groundwater,Ground Water 2018.csv,2018.0,30.0,,8.05,2032.32,,,,,,,,,85.0
1986.0,"MOTAPADA,DAHANU, THANE",Maharashtra,"MOTAPADA,DAHANU, THANE",motapada_dahanu_thane,groundwater,Ground Water 2018.csv,2018.0,29.0,,8.1,220.8,,,,,,,,,100.0
1987.0,"GOKHIWARE,VASAI, THANE",Maharashtra,"GOKHIWARE,VASAI, THANE",gokhiware_vasai_thane,groundwater,Ground Water 2018.csv,2018.0,30.0,,7.45,1374.72,,,,,,,,,85.0
1988.0,"GHARATWADI,ALIYALI,PALGHAR, THANE",Maharashtra,"GHARATWADI,ALIYALI,PALGHAR, THANE",gharatwadi_aliyali_palghar_thane,groundwater,Ground Water 2018.csv,2018.0,29.0,,7.6,1216.0,,,,,,,,,85.0
1989.0,"MSW SITE, KARAWALA,TALOJA,PANVEL, RAIGAD",Maharashtra,"MSW SITE, KARAWALA,TALOJA,PANVEL, RAIGAD",msw_site_karawala_taloja_panvel_raigad,groundwater,Ground Water 2018.csv,2018.0,28.5,,7.6,581.12,,,,,,,,,85.0
1991.0,"MSW SITE, PATHARDI, NASIK",Maharashtra,"MSW SITE, PATHARDI, NASIK",msw_site_pathardi_nasik,groundwater,Ground Water 2018.csv,2018.0,34.0,,8.3,295.68,,,,,,,,,100.0
1992.0,"MSW SITE, MOSHI,PIMPRI-CHINCHWAD, HAWELI,PUNE",Maharashtra,"MSW SITE, MOSHI,PIMPRI-CHINCHWAD, HAWELI,PUNE",msw_site_moshi_pimpri_chinchwad_haweli_pune,groundwater,Ground Water 2018.csv,2018.0,28.0,,8.15,296.32,,,,,,,,,100.0
1994.0,"TPS-DURGAPUR, CHANDRAPUR",Maharashtra,"TPS-DURGAPUR, CHANDRAPUR",tps_durgapur_chandrapur,groundwater,Ground Water 2018.csv,2018.0,23.5,,7.5,665.28,,,,,,,,,85.0
