Village_ID,Village,State,District,Water_Source,pH,TDS,Hardness,Fluoride,Arsenic,Quality_Status
36140,Village_36140,Madhya Pradesh,Kolkata,Groundwater,7.01,1177,328,2.65,0.027,Unsafe
36141,Village_36141,Gujarat,Ahmedabad,Groundwater,8.36,699,280,0.99,0.019,Unsafe
36142,Village_36142,Maharashtra,Kolkata,Groundwater,8.09,1093,318,1.23,0.095,Unsafe
36143,Village_36143,Uttar Pradesh,Muzaffarnagar,Groundwater,7.06,1194,311,1.6,0.016,Unsafe
36144,Village_36144,West Bengal,Jaipur,Groundwater,7.24,244,460,1.19,0.093,Unsafe
36145,Village_36145,Rajasthan,Ahmedabad,Groundwater,8.0,269,299,1.74,0.048,Unsafe
36146,Village_36146,Rajasthan,Patna,Groundwater,8.18,1243,427,0.47,0.058,Unsafe
36147,Village_36147,Tamil Nadu,Muzaffarnagar,Groundwater,7.09,776,313,1.67,0.044,Unsafe
36148,Village_36148,Rajasthan,Ahmedabad,Groundwater,8.03,1137,272,1.0,0.009,Unsafe
36149,Village_36149,Maharashtra,Ahmedabad,Groundwater,7.55,946,306,2.54,0.031,Unsafe
36150,Village_36150,Madhya Pradesh,Chennai,Groundwater,8.4,656,216,2.25,0.045,Unsafe
36151,Village_36151,Tamil Nadu,Muzaffarnagar,Groundwater,6.98,1294,408,2.57,0.028,Unsafe
36152,Village_36152,Madhya Pradesh,Nagpur,Groundwater,7.09,732,302,1.45,0.022,Unsafe
36153,Village_36153,Maharashtra,Kolkata,Groundwater,8.44,1299,206,2.88,0.041,Unsafe
36154,Village_36154,Gujarat,Patna,Groundwater,8.43,571,254,0.58,0.016,Unsafe
36155,Village_36155,Madhya Pradesh,Ahmedabad,Groundwater,8.42,1036,413,1.99,0.017,Unsafe
36156,Village_36156,West Bengal,Kolkata,Groundwater,8.42,227,218,1.09,0.034,Unsafe
36157,Village_36157,Tamil Nadu,Nagpur,Groundwater,8.22,635,402,0.64,0.019,Unsafe
36158,Village_36158,Gujarat,Kolkata,Groundwater,7.48,1475,460,0.98,0.056,Unsafe
36159,Village_36159,Rajasthan,Bhopal,Groundwater,7.14,582,117,2.28,0.022,Unsafe
36160,Village_36160,Maharashtra,Kolkata,Groundwater,8.02,765,284,2.58,0.005,Unsafe
36161,Village_36161,Maharashtra,Jaipur,Groundwater,8.33,1259,445,2.61,0.004,Unsafe
36162,Village_36162,Rajasthan,Muzaffarnagar,Groundwater,7.0,1039,493,0.3,0.084,Unsafe
36163,Village_36163,Maharashtra,Patna,Groundwater,7.07,263,182,2.96,0.055,Unsafe
36164,Village_36164,West Bengal,Ahmedabad,Groundwater,6.77,997,195,1.54,0.051,Unsafe
36165,Village_36165,Madhya Pradesh,Bhopal,Groundwater,8.18,342,144,2.92,0.028,Unsafe
36166,Village_36166,Uttar Pradesh,Bhopal,Groundwater,8.05,1267,106,1.77,0.029,Unsafe
36167,Village_36167,Gujarat,Kolkata,Groundwater,6.78,269,182,0.25,0.05,Unsafe
36168,Village_36168,Tamil Nadu,Bhopal,Groundwater,6.51,1333,420,1.23,0.06,Unsafe
36169,Village_36169,Gujarat,Kolkata,Groundwater,8.29,964,337,2.49,0.031,Unsafe
36170,Village_36170,West Bengal,Kolkata,Groundwater,6.72,1449,398,2.79,0.084,Unsafe
36171,Village_36171,Madhya Pradesh,Ahmedabad,Groundwater,6.72,1464,394,1.55,0.062,Unsafe
36172,Village_36172,Gujarat,Nagpur,Groundwater,8.12,1305,165,0.99,0.001,Unsafe
36173,Village_36173,Maharashtra,Bhopal,Groundwater,7.4,1277,190,2.07,0.018,Unsafe
36174,Village_36174,Uttar Pradesh,Kolkata,Groundwater,8.44,219,192,0.92,0.074,Unsafe
36175,Village_36175,West Bengal,Jaipur,Groundwater,6.88,337,352,0.35,0.078,Unsafe
36176,Village_36176,Tamil Nadu,Ahmedabad,Groundwater,6.81,1431,483,1.3,0.007,Unsafe
36177,Village_36177,Gujarat,Kolkata,Groundwater,8.29,986,410,2.35,0.087,Unsafe
36178,Village_36178,Madhya Pradesh,Bhopal,Groundwater,6.54,1170,162,0.36,0.092,Unsafe
36179,Village_36179,Gujarat,Patna,Groundwater,6.96,717,494,1.92,0.046,Unsafe
36180,Village_36180,Bihar,Jaipur,Groundwater,7.17,1258,441,2.9,0.039,Unsafe
36181,Village_36181,Uttar Pradesh,Jaipur,Groundwater,6.88,1128,263,0.36,0.008,Unsafe
36182,Village_36182,Rajasthan,Nagpur,Groundwater,6.91,238,378,0.75,0.024,Unsafe
36183,Village_36183,Bihar,Nagpur,Groundwater,7.73,1318,146,1.19,0.011,Unsafe
36184,Village_36184,Gujarat,Patna,Groundwater,6.86,648,353,0.65,0.009,Unsafe
36185,Village_36185,Rajasthan,Kolkata,Groundwater,7.35,839,314,1.5,0.051,Unsafe
36186,Village_36186,West Bengal,Chennai,Groundwater,7.37,1147,486,1.4,0.009,Unsafe
36187,Village_36187,Rajasthan,Patna,Groundwater,7.75,1370,207,1.75,0.049,Unsafe
36188,Village_36188,West Bengal,Bhopal,Groundwater,8.05,1457,111,1.16,0.004,Unsafe
36189,Village_36189,Bihar,Jaipur,Groundwater,6.68,1498,474,0.33,0.01,Unsafe
36190,Village_36190,Gujarat,Jaipur,Groundwater,8.34,404,338,1.92,0.051,Unsafe
36191,Village_36191,Madhya Pradesh,Kolkata,Groundwater,7.19,1297,259,0.39,0.049,Unsafe
36192,Village_36192,Bihar,Nagpur,Groundwater,6.57,984,370,2.15,0.001,Unsafe
36193,Village_36193,Bihar,Chennai,Groundwater,6.92,353,252,1.27,0.007,Safe
36194,Village_36194,Maharashtra,Jaipur,Groundwater,7.83,471,415,0.32,0.055,Unsafe
36195,Village_36195,Bihar,Nagpur,Groundwater,7.84,955,478,0.64,0.094,Unsafe
36196,Village_36196,Madhya Pradesh,Patna,Groundwater,8.16,1056,223,2.31,0.092,Unsafe
36197,Village_36197,Rajasthan,Patna,Groundwater,6.53,644,257,0.59,0.009,Unsafe
36198,Village_36198,Maharashtra,Ahmedabad,Groundwater,6.74,589,266,2.53,0.017,Unsafe
36199,Village_36199,Maharashtra,Patna,Groundwater,7.53,1448,322,1.39,0.003,Unsafe
36200,Village_36200,Maharashtra,Bhopal,Groundwater,8.49,650,144,2.56,0.011,Unsafe
36201,Village_36201,Rajasthan,Nagpur,Groundwater,7.86,562,289,2.28,0.027,Unsafe
36202,Village_36202,Gujarat,Ahmedabad,Groundwater,8.5,916,387,2.18,0.027,Unsafe
36203,Village_36203,Bihar,Jaipur,Groundwater,8.03,894,276,0.62,0.026,Unsafe
36204,Village_36204,Maharashtra,Chennai,Groundwater,7.03,663,466,1.75,0.039,Unsafe
36205,Village_36205,Bihar,Ahmedabad,Groundwater,7.84,922,432,0.95,0.01,Unsafe
36206,Village_36206,Gujarat,Ahmedabad,Groundwater,6.76,404,216,1.85,0.057,Unsafe
36207,Village_36207,Bihar,Ahmedabad,Groundwater,8.17,1373,290,0.97,0.082,Unsafe
36208,Village_36208,Bihar,Muzaffarnagar,Groundwater,6.78,1087,329,1.14,0.049,Unsafe
36209,Village_36209,Bihar,Nagpur,Groundwater,7.02,1498,331,1.49,0.094,Unsafe
36210,Village_36210,Bihar,Nagpur,Groundwater,7.62,280,402,2.85,0.066,Unsafe
36211,Village_36211,Madhya Pradesh,Kolkata,Groundwater,7.91,211,355,1.95,0.074,Unsafe
36212,Village_36212,Rajasthan,Ahmedabad,Groundwater,6.88,827,368,1.48,0.094,Unsafe
36213,Village_36213,Uttar Pradesh,Kolkata,Groundwater,6.7,1031,101,1.26,0.025,Unsafe
36214,Village_36214,Madhya Pradesh,Ahmedabad,Groundwater,7.22,1095,104,0.22,0.088,Unsafe
36215,Village_36215,Rajasthan,Kolkata,Groundwater,8.14,242,154,0.51,0.032,Unsafe
36216,Village_36216,Uttar Pradesh,Muzaffarnagar,Groundwater,7.73,1041,141,0.48,0.076,Unsafe
36217,Village_36217,Bihar,Ahmedabad,Groundwater,6.88,962,100,2.72,0.026,Unsafe
36218,Village_36218,Maharashtra,Chennai,Groundwater,7.71,238,146,0.37,0.033,Unsafe
36219,Village_36219,Rajasthan,Nagpur,Groundwater,7.64,1178,347,1.57,0.055,Unsafe
36220,Village_36220,Maharashtra,Nagpur,Groundwater,6.68,928,377,2.54,0.044,Unsafe
36221,Village_36221,West Bengal,Jaipur,Groundwater,6.58,1152,250,1.39,0.014,Unsafe
36222,Village_36222,Rajasthan,Chennai,Groundwater,7.02,407,325,1.12,0.013,Unsafe
36223,Village_36223,Uttar Pradesh,Chennai,Groundwater,6.65,1330,211,2.68,0.079,Unsafe
36224,Village_36224,Bihar,Chennai,Groundwater,7.72,1468,487,1.03,0.079,Unsafe
36225,Village_36225,Gujarat,Nagpur,Groundwater,6.68,665,162,0.2,0.052,Unsafe
36226,Village_36226,Tamil Nadu,Muzaffarnagar,Groundwater,7.74,1404,223,0.43,0.084,Unsafe
36227,Village_36227,Maharashtra,Muzaffarnagar,Groundwater,6.88,1490,316,0.84,0.052,Unsafe
36228,Village_36228,West Bengal,Ahmedabad,Groundwater,8.15,654,415,1.45,0.09,Unsafe
36229,Village_36229,Rajasthan,Muzaffarnagar,Groundwater,7.93,1222,229,1.23,0.013,Unsafe
36230,Village_36230,Tamil Nadu,Muzaffarnagar,Groundwater,8.18,285,216,0.77,0.088,Unsafe
36231,Village_36231,Maharashtra,Muzaffarnagar,Groundwater,7.81,1276,238,0.32,0.001,Unsafe
36232,Village_36232,Rajasthan,Jaipur,Groundwater,7.05,827,217,1.84,0.045,Unsafe
36233,Village_36233,Uttar Pradesh,Kolkata,Groundwater,7.27,1446,119,2.43,0.096,Unsafe
36234,Village_36234,Rajasthan,Ahmedabad,Groundwater,8.38,257,304,2.5,0.071,Unsafe
36235,Village_36235,Bihar,Nagpur,Groundwater,8.28,244,280,2.45,0.076,Unsafe
36236,Village_36236,Rajasthan,Chennai,Groundwater,7.54,318,227,0.26,0.009,Safe
36237,Village_36237,Gujarat,Ahmedabad,Groundwater,7.59,345,480,2.01,0.058,Unsafe
36238,Village_36238,West Bengal,Ahmedabad,Groundwater,8.24,294,250,0.75,0.013,Unsafe
36239,Village_36239,Tamil Nadu,Bhopal,Groundwater,7.91,1120,281,1.22,0.001,Unsafe
36240,Village_36240,Gujarat,Bhopal,Groundwater,8.16,1122,265,2.87,0.052,Unsafe
36241,Village_36241,West Bengal,Chennai,Groundwater,7.79,567,121,1.06,0.055,Unsafe
36242,Village_36242,Maharashtra,Ahmedabad,Groundwater,7.47,749,201,1.74,0.054,Unsafe
36243,Village_36243,Gujarat,Bhopal,Groundwater,7.54,457,189,1.68,0.014,Unsafe
36244,Village_36244,Tamil Nadu,Chennai,Groundwater,7.34,1199,255,2.84,0.0,Unsafe
36245,Village_36245,Tamil Nadu,Patna,Groundwater,7.85,1291,106,2.1,0.019,Unsafe
36246,Village_36246,West Bengal,Nagpur,Groundwater,7.29,1143,247,2.66,0.061,Unsafe
36247,Village_36247,Bihar,Chennai,Groundwater,7.06,773,150,1.62,0.097,Unsafe
36248,Village_36248,Maharashtra,Nagpur,Groundwater,8.17,1094,179,0.35,0.075,Unsafe
36249,Village_36249,Uttar Pradesh,Bhopal,Groundwater,7.75,602,440,0.95,0.015,Unsafe
36250,Village_36250,West Bengal,Nagpur,Groundwater,6.73,536,147,1.98,0.014,Unsafe
36251,Village_36251,West Bengal,Kolkata,Groundwater,7.96,1020,443,0.67,0.03,Unsafe
36252,Village_36252,Uttar Pradesh,Muzaffarnagar,Groundwater,8.33,771,319,2.02,0.049,Unsafe
36253,Village_36253,Tamil Nadu,Jaipur,Groundwater,6.99,1316,280,1.55,0.052,Unsafe
36254,Village_36254,Bihar,Muzaffarnagar,Groundwater,7.83,232,491,0.8,0.059,Unsafe
36255,Village_36255,Maharashtra,Bhopal,Groundwater,7.4,479,194,1.88,0.082,Unsafe
36256,Village_36256,Uttar Pradesh,Kolkata,Groundwater,7.06,764,318,0.73,0.004,Unsafe
36257,Village_36257,Madhya Pradesh,Chennai,Groundwater,6.99,775,352,2.32,0.046,Unsafe
36258,Village_36258,Maharashtra,Ahmedabad,Groundwater,6.77,419,464,2.75,0.004,Unsafe
36259,Village_36259,Gujarat,Patna,Groundwater,7.21,1079,115,1.93,0.006,Unsafe
36260,Village_36260,West Bengal,Patna,Groundwater,8.48,384,124,0.54,0.005,Safe
36261,Village_36261,West Bengal,Bhopal,Groundwater,7.62,1130,177,0.92,0.011,Unsafe
36262,Village_36262,Bihar,Kolkata,Groundwater,6.64,1460,465,0.5,0.098,Unsafe
36263,Village_36263,Maharashtra,Ahmedabad,Groundwater,6.8,1152,197,0.91,0.027,Unsafe
36264,Village_36264,Uttar Pradesh,Chennai,Groundwater,7.97,1490,173,1.52,0.068,Unsafe
36265,Village_36265,Maharashtra,Muzaffarnagar,Groundwater,6.58,994,293,2.25,0.023,Unsafe
36266,Village_36266,Gujarat,Patna,Groundwater,7.12,1363,381,3.0,0.007,Unsafe
36267,Village_36267,Gujarat,Bhopal,Groundwater,6.83,711,499,1.23,0.022,Unsafe
36268,Village_36268,Maharashtra,Chennai,Groundwater,7.2,1417,351,2.84,0.012,Unsafe
36269,Village_36269,Bihar,Muzaffarnagar,Groundwater,6.93,1008,165,1.69,0.039,Unsafe
36270,Village_36270,Uttar Pradesh,Jaipur,Groundwater,7.41,1013,305,0.7,0.022,Unsafe
36271,Village_36271,Rajasthan,Kolkata,Groundwater,7.26,1418,384,0.44,0.041,Unsafe
36272,Village_36272,Madhya Pradesh,Bhopal,Groundwater,7.45,650,471,2.22,0.004,Unsafe
36273,Village_36273,West Bengal,Patna,Groundwater,8.24,314,203,1.38,0.006,Safe
36274,Village_36274,Rajasthan,Patna,Groundwater,8.39,1146,433,0.71,0.037,Unsafe
36275,Village_36275,Gujarat,Patna,Groundwater,8.09,1140,202,1.2,0.008,Unsafe
36276,Village_36276,Uttar Pradesh,Jaipur,Groundwater,7.65,1334,490,0.95,0.044,Unsafe
36277,Village_36277,Rajasthan,Kolkata,Groundwater,6.53,703,134,1.67,0.013,Unsafe
36278,Village_36278,Rajasthan,Nagpur,Groundwater,7.76,1095,412,0.93,0.067,Unsafe
36279,Village_36279,West Bengal,Kolkata,Groundwater,8.44,747,254,1.06,0.067,Unsafe
36280,Village_36280,Tamil Nadu,Jaipur,Groundwater,8.04,1140,245,2.92,0.08,Unsafe
36281,Village_36281,West Bengal,Kolkata,Groundwater,7.01,1300,450,2.2,0.016,Unsafe
36282,Village_36282,Uttar Pradesh,Ahmedabad,Groundwater,7.1,1445,255,0.28,0.09,Unsafe
36283,Village_36283,Maharashtra,Ahmedabad,Groundwater,6.54,267,402,2.86,0.023,Unsafe
36284,Village_36284,Maharashtra,Jaipur,Groundwater,7.23,742,408,1.8,0.078,Unsafe
36285,Village_36285,Tamil Nadu,Bhopal,Groundwater,7.26,1132,116,1.62,0.026,Unsafe
36286,Village_36286,Rajasthan,Muzaffarnagar,Groundwater,7.09,906,125,0.88,0.078,Unsafe
36287,Village_36287,Madhya Pradesh,Bhopal,Groundwater,7.87,1407,360,1.24,0.028,Unsafe
36288,Village_36288,Tamil Nadu,Muzaffarnagar,Groundwater,7.48,992,393,1.3,0.025,Unsafe
36289,Village_36289,West Bengal,Kolkata,Groundwater,6.74,1441,200,1.48,0.068,Unsafe
36290,Village_36290,Bihar,Bhopal,Groundwater,7.71,1178,336,2.29,0.023,Unsafe
36291,Village_36291,Rajasthan,Nagpur,Groundwater,8.19,1429,123,1.3,0.091,Unsafe
36292,Village_36292,Rajasthan,Muzaffarnagar,Groundwater,8.24,702,453,2.97,0.02,Unsafe
36293,Village_36293,West Bengal,Patna,Groundwater,7.9,420,105,0.41,0.026,Unsafe
36294,Village_36294,Maharashtra,Chennai,Groundwater,7.08,1378,115,1.22,0.05,Unsafe
36295,Village_36295,Rajasthan,Ahmedabad,Groundwater,8.22,761,330,2.88,0.044,Unsafe
36296,Village_36296,Bihar,Bhopal,Groundwater,7.56,982,378,1.13,0.047,Unsafe
36297,Village_36297,Madhya Pradesh,Muzaffarnagar,Groundwater,6.61,514,459,1.97,0.036,Unsafe
36298,Village_36298,Gujarat,Ahmedabad,Groundwater,7.08,607,192,0.25,0.023,Unsafe
36299,Village_36299,Uttar Pradesh,Ahmedabad,Groundwater,8.36,1392,214,0.28,0.059,Unsafe
36300,Village_36300,Gujarat,Bhopal,Groundwater,8.13,1220,397,1.8,0.065,Unsafe
36301,Village_36301,Gujarat,Patna,Groundwater,7.33,621,468,2.5,0.044,Unsafe
36302,Village_36302,Tamil Nadu,Muzaffarnagar,Groundwater,6.79,1106,136,1.18,0.049,Unsafe
36303,Village_36303,Uttar Pradesh,Bhopal,Groundwater,8.03,1461,171,1.63,0.023,Unsafe
36304,Village_36304,Madhya Pradesh,Ahmedabad,Groundwater,6.82,650,306,0.26,0.047,Unsafe
36305,Village_36305,Rajasthan,Ahmedabad,Groundwater,6.84,1263,229,0.88,0.029,Unsafe
36306,Village_36306,Gujarat,Chennai,Groundwater,7.12,720,298,2.22,0.09,Unsafe
36307,Village_36307,Madhya Pradesh,Jaipur,Groundwater,7.06,1310,292,2.52,0.041,Unsafe
36308,Village_36308,Uttar Pradesh,Bhopal,Groundwater,6.52,566,483,1.15,0.006,Unsafe
36309,Village_36309,Gujarat,Patna,Groundwater,7.87,1120,455,1.2,0.094,Unsafe
36310,Village_36310,Maharashtra,Muzaffarnagar,Groundwater,7.62,692,127,1.95,0.098,Unsafe
36311,Village_36311,Madhya Pradesh,Jaipur,Groundwater,6.71,375,322,2.04,0.045,Unsafe
36312,Village_36312,Maharashtra,Muzaffarnagar,Groundwater,8.32,1429,189,1.86,0.099,Unsafe
36313,Village_36313,West Bengal,Nagpur,Groundwater,7.95,1447,269,1.02,0.095,Unsafe
36314,Village_36314,Tamil Nadu,Kolkata,Groundwater,8.01,289,159,1.61,0.077,Unsafe
36315,Village_36315,Tamil Nadu,Muzaffarnagar,Groundwater,6.53,271,493,1.21,0.094,Unsafe
36316,Village_36316,Bihar,Jaipur,Groundwater,7.16,1224,357,2.64,0.026,Unsafe
36317,Village_36317,Gujarat,Kolkata,Groundwater,8.01,1267,407,1.45,0.016,Unsafe
36318,Village_36318,Tamil Nadu,Bhopal,Groundwater,7.89,243,244,1.59,0.082,Unsafe
36319,Village_36319,West Bengal,Chennai,Groundwater,8.14,757,132,2.2,0.024,Unsafe
36320,Village_36320,Maharashtra,Bhopal,Groundwater,8.38,1475,317,2.7,0.062,Unsafe
36321,Village_36321,Madhya Pradesh,Bhopal,Groundwater,7.12,1351,371,0.45,0.01,Unsafe
36322,Village_36322,Tamil Nadu,Muzaffarnagar,Groundwater,7.24,434,158,1.75,0.083,Unsafe
36323,Village_36323,Madhya Pradesh,Kolkata,Groundwater,7.74,1444,496,1.79,0.074,Unsafe
36324,Village_36324,West Bengal,Chennai,Groundwater,8.06,271,135,0.94,0.008,Safe
36325,Village_36325,Uttar Pradesh,Bhopal,Groundwater,7.26,868,310,1.29,0.081,Unsafe
36326,Village_36326,Tamil Nadu,Patna,Groundwater,7.47,1067,248,2.89,0.062,Unsafe
36327,Village_36327,Bihar,Kolkata,Groundwater,7.03,1191,380,2.64,0.057,Unsafe
36328,Village_36328,West Bengal,Kolkata,Groundwater,6.7,360,382,2.97,0.054,Unsafe
36329,Village_36329,West Bengal,Ahmedabad,Groundwater,7.19,213,318,2.4,0.089,Unsafe
36330,Village_36330,Rajasthan,Ahmedabad,Groundwater,8.39,333,401,0.76,0.089,Unsafe
36331,Village_36331,Gujarat,Nagpur,Groundwater,8.14,1329,302,0.41,0.029,Unsafe
36332,Village_36332,Maharashtra,Jaipur,Groundwater,8.4,1286,371,2.46,0.062,Unsafe
36333,Village_36333,Maharashtra,Bhopal,Groundwater,8.18,1248,479,0.59,0.01,Unsafe
36334,Village_36334,Uttar Pradesh,Ahmedabad,Groundwater,8.42,541,432,0.53,0.043,Unsafe
36335,Village_36335,Maharashtra,Nagpur,Groundwater,7.39,547,371,0.7,0.063,Unsafe
36336,Village_36336,West Bengal,Ahmedabad,Groundwater,7.58,1432,368,2.33,0.012,Unsafe
36337,Village_36337,Gujarat,Kolkata,Groundwater,6.68,1463,457,2.11,0.055,Unsafe
36338,Village_36338,West Bengal,Patna,Groundwater,7.73,955,132,0.77,0.051,Unsafe
36339,Village_36339,West Bengal,Muzaffarnagar,Groundwater,8.27,753,122,1.75,0.04,Unsafe
36340,Village_36340,Rajasthan,Patna,Groundwater,8.42,1326,405,0.79,0.046,Unsafe
36341,Village_36341,Uttar Pradesh,Patna,Groundwater,8.14,252,458,0.74,0.08,Unsafe
36342,Village_36342,Gujarat,Patna,Groundwater,6.73,872,432,1.11,0.044,Unsafe
36343,Village_36343,Rajasthan,Ahmedabad,Groundwater,6.67,453,266,3.0,0.029,Unsafe
36344,Village_36344,Uttar Pradesh,Bhopal,Groundwater,8.36,751,309,2.87,0.007,Unsafe
36345,Village_36345,West Bengal,Jaipur,Groundwater,8.17,608,499,2.19,0.052,Unsafe
36346,Village_36346,Uttar Pradesh,Chennai,Groundwater,7.95,431,389,0.23,0.066,Unsafe
36347,Village_36347,Tamil Nadu,Chennai,Groundwater,6.53,472,204,2.91,0.097,Unsafe
36348,Village_36348,Madhya Pradesh,Muzaffarnagar,Groundwater,8.29,478,184,1.86,0.08,Unsafe
36349,Village_36349,Maharashtra,Kolkata,Groundwater,7.22,203,194,1.6,0.019,Unsafe
36350,Village_36350,Maharashtra,Jaipur,Groundwater,8.29,676,279,0.66,0.084,Unsafe
36351,Village_36351,Uttar Pradesh,Muzaffarnagar,Groundwater,6.71,555,353,2.26,0.077,Unsafe
36352,Village_36352,Rajasthan,Muzaffarnagar,Groundwater,7.81,806,281,1.32,0.08,Unsafe
36353,Village_36353,Madhya Pradesh,Jaipur,Groundwater,7.35,508,463,2.9,0.027,Unsafe
36354,Village_36354,Uttar Pradesh,Chennai,Groundwater,8.24,914,309,0.82,0.003,Unsafe
36355,Village_36355,Gujarat,Kolkata,Groundwater,7.65,1070,172,2.95,0.024,Unsafe
36356,Village_36356,West Bengal,Nagpur,Groundwater,7.47,371,419,2.47,0.054,Unsafe
36357,Village_36357,West Bengal,Ahmedabad,Groundwater,6.73,499,451,0.47,0.019,Unsafe
36358,Village_36358,Maharashtra,Ahmedabad,Groundwater,7.07,1459,166,0.4,0.089,Unsafe
36359,Village_36359,Maharashtra,Kolkata,Groundwater,7.03,889,305,0.51,0.062,Unsafe
36360,Village_36360,Gujarat,Ahmedabad,Groundwater,7.97,296,351,1.17,0.097,Unsafe
36361,Village_36361,Bihar,Kolkata,Groundwater,7.26,621,107,0.8,0.029,Unsafe
36362,Village_36362,West Bengal,Muzaffarnagar,Groundwater,6.8,795,360,1.1,0.026,Unsafe
36363,Village_36363,Madhya Pradesh,Ahmedabad,Groundwater,6.78,1269,427,0.73,0.09,Unsafe
36364,Village_36364,Maharashtra,Chennai,Groundwater,8.06,1074,115,1.26,0.032,Unsafe
36365,Village_36365,West Bengal,Bhopal,Groundwater,6.51,1032,396,1.26,0.024,Unsafe
36366,Village_36366,Gujarat,Chennai,Groundwater,6.71,618,103,0.29,0.096,Unsafe
36367,Village_36367,Gujarat,Kolkata,Groundwater,7.55,202,134,1.07,0.039,Unsafe
36368,Village_36368,Uttar Pradesh,Kolkata,Groundwater,7.72,375,410,2.76,0.014,Unsafe
36369,Village_36369,Tamil Nadu,Kolkata,Groundwater,6.52,535,261,2.47,0.062,Unsafe
36370,Village_36370,Madhya Pradesh,Kolkata,Groundwater,7.91,575,139,2.41,0.034,Unsafe
36371,Village_36371,Uttar Pradesh,Patna,Groundwater,7.61,339,202,0.33,0.091,Unsafe
36372,Village_36372,Bihar,Patna,Groundwater,7.01,1283,320,1.54,0.084,Unsafe
36373,Village_36373,Uttar Pradesh,Bhopal,Groundwater,7.6,1441,301,1.96,0.084,Unsafe
36374,Village_36374,Bihar,Chennai,Groundwater,7.92,1119,116,2.34,0.036,Unsafe
36375,Village_36375,Madhya Pradesh,Patna,Groundwater,7.81,1427,177,1.31,0.011,Unsafe
36376,Village_36376,Rajasthan,Chennai,Groundwater,8.16,1129,475,1.76,0.059,Unsafe
36377,Village_36377,Tamil Nadu,Jaipur,Groundwater,6.74,547,415,2.28,0.071,Unsafe
36378,Village_36378,Madhya Pradesh,Bhopal,Groundwater,7.21,201,422,1.37,0.015,Unsafe
36379,Village_36379,West Bengal,Patna,Groundwater,8.41,1096,190,0.28,0.039,Unsafe
36380,Village_36380,Maharashtra,Kolkata,Groundwater,8.19,413,130,2.75,0.029,Unsafe
36381,Village_36381,West Bengal,Jaipur,Groundwater,8.37,744,499,1.85,0.063,Unsafe
36382,Village_36382,Rajasthan,Jaipur,Groundwater,7.15,284,278,1.93,0.016,Unsafe
36383,Village_36383,Maharashtra,Kolkata,Groundwater,7.36,1483,255,1.26,0.071,Unsafe
36384,Village_36384,Bihar,Ahmedabad,Groundwater,8.25,1488,128,1.01,0.079,Unsafe
36385,Village_36385,Maharashtra,Nagpur,Groundwater,7.79,215,327,0.46,0.008,Safe
36386,Village_36386,Maharashtra,Ahmedabad,Groundwater,6.74,864,233,0.63,0.009,Unsafe
36387,Village_36387,Uttar Pradesh,Kolkata,Groundwater,7.23,301,452,0.9,0.082,Unsafe
36388,Village_36388,Gujarat,Bhopal,Groundwater,8.02,1276,138,1.38,0.045,Unsafe
36389,Village_36389,Maharashtra,Chennai,Groundwater,8.49,1280,334,0.58,0.082,Unsafe
36390,Village_36390,Tamil Nadu,Jaipur,Groundwater,8.12,1102,162,1.33,0.073,Unsafe
36391,Village_36391,Uttar Pradesh,Bhopal,Groundwater,6.77,412,189,0.89,0.04,Unsafe
36392,Village_36392,Uttar Pradesh,Nagpur,Groundwater,8.04,601,465,2.07,0.027,Unsafe
36393,Village_36393,Gujarat,Patna,Groundwater,7.08,478,198,2.82,0.098,Unsafe
36394,Village_36394,Tamil Nadu,Ahmedabad,Groundwater,8.11,214,316,0.45,0.05,Unsafe
36395,Village_36395,Gujarat,Kolkata,Groundwater,8.2,213,422,0.75,0.071,Unsafe
36396,Village_36396,West Bengal,Bhopal,Groundwater,7.71,730,292,2.91,0.046,Unsafe
36397,Village_36397,Gujarat,Patna,Groundwater,7.98,1300,458,1.53,0.076,Unsafe
36398,Village_36398,West Bengal,Nagpur,Groundwater,6.98,873,227,0.96,0.052,Unsafe
36399,Village_36399,Rajasthan,Kolkata,Groundwater,6.99,1001,266,2.47,0.05,Unsafe
36400,Village_36400,Bihar,Kolkata,Groundwater,7.28,986,369,2.82,0.007,Unsafe
36401,Village_36401,Tamil Nadu,Ahmedabad,Groundwater,7.25,442,319,0.75,0.099,Unsafe
36402,Village_36402,West Bengal,Kolkata,Groundwater,8.26,1226,384,1.03,0.032,Unsafe
36403,Village_36403,Maharashtra,Kolkata,Groundwater,7.47,1190,114,1.16,0.087,Unsafe
36404,Village_36404,Tamil Nadu,Muzaffarnagar,Groundwater,7.61,382,439,0.88,0.082,Unsafe
36405,Village_36405,Bihar,Nagpur,Groundwater,8.29,1298,187,2.68,0.017,Unsafe
36406,Village_36406,Uttar Pradesh,Bhopal,Groundwater,7.64,272,141,0.31,0.07,Unsafe
36407,Village_36407,Madhya Pradesh,Ahmedabad,Groundwater,6.77,1056,455,0.59,0.021,Unsafe
36408,Village_36408,West Bengal,Kolkata,Groundwater,6.52,976,106,2.68,0.001,Unsafe
36409,Village_36409,Rajasthan,Chennai,Groundwater,7.18,241,270,0.55,0.07,Unsafe
36410,Village_36410,Maharashtra,Bhopal,Groundwater,7.62,750,161,1.25,0.001,Unsafe
36411,Village_36411,Maharashtra,Chennai,Groundwater,7.14,1087,296,1.44,0.024,Unsafe
